real,prediccion
455462,455827.22
57658,124175.57
50000,65615.94
672122,640438.52
173927,130396.3
72174,128930.79
149923,181060.01
105549,139997.21
254703,263574.54
368222,390859.69
50000,54995.19
65508,98735.4
50000,60882.92
50000,107087.47
150081,129821.85
188585,177042.34
54079,61581.07
349543,348813.56
122261,102608.16
82596,119067.69
99479,114257.81
198161,225063.6
102622,113998.49
123845,158345.88
136727,97109.56
73378,69121.6
112042,128029.99
69647,62497.17
251269,173982.01
671957,638565.85
191107,95825.04
515246,495555.39
112888,116540.2
60013,85169.03
138418,123510.41
628335,646864.12
119901,109045.24
146590,114620.55
390151,417246.73
464953,436927.07
94740,99368.6
66869,107508.71
51268,87029.51
215615,232568.25
346450,355714.12
538844,504305.47
441112,454397.01
92280,97702.46
131030,219823.23
475819,569145.21
178449,195090.5
284580,200320.66
288469,295868.96
638867,604990.04
107284,91987.57
213703,258879.81
425387,390578.26
137506,185149.46
143845,125861.47
309459,264193.94
239503,207694.6
76219,65002.94
338184,353173.08
94585,92115.39
158668,131234.09
115038,86219.84
177659,211791.09
144663,168530.63
554234,520685.2
233191,151745.44
125688,122222.45
50000,71762.81
50214,86183.56
134934,95100.82
96422,128993.81
586969,542628.46
340973,361200.27
323773,354790.6
112918,129739.9
50000,74416.0
235773,263295.33
172634,195013.45
50000,67351.41
240940,299711.32
530284,556091.91
64566,68556.15
165499,117275.06
354991,362543.97
137001,168255.34
71064,98627.76
240900,351729.28
230538,186740.27
148129,149342.63
225568,272620.68
286245,319130.66
504859,529406.15
577496,539396.47
129574,187335.78
642911,588896.0
259299,229930.2
103412,83176.41
296851,316648.1
60007,65757.92
453870,436709.1
102151,129329.68
110769,93726.12
145723,129725.99
63672,68044.56
158221,150796.06
175910,166770.17
50000,63815.52
359002,388697.59
79463,91131.37
50000,57860.3
154563,138932.53
101919,94444.78
50000,67958.37
324862,304676.43
55780,90730.6
50000,74753.56
233233,221910.03
114881,128505.26
93478,65067.69
423251,432081.31
105252,128678.26
50000,68078.88
50000,53440.66
130969,142216.69
108136,135177.35
230682,273881.63
728486,645282.27
50000,87423.8
295178,318690.17
76083,81303.25
50000,76493.22
193675,144036.91
183125,108108.69
273949,269075.79
85161,100661.67
447372,450708.1
418072,431759.55
284868,392406.98
50000,69081.49
517022,527730.74
121691,164440.58
345356,388999.16
394126,394327.37
124569,97336.08
160655,173769.35
190280,127166.54
85726,102713.24
73912,87022.37
398604,392779.47
185390,162009.74
319652,284312.66
309911,309188.92
176082,215225.8
121981,92126.58
133108,192943.05
93465,135081.49
75690,89478.19
50000,75749.24
148324,150155.98
147091,186235.93
157315,123235.51
232844,258026.82
143542,152883.01
235839,260052.99
251443,249137.02
368587,418096.57
208672,166463.9
236333,174739.84
273257,283264.84
75706,56557.97
185972,166269.98
661901,663625.68
240607,248232.34
477988,522779.08
301509,264949.63
132797,138256.37
490360,451601.27
157461,125835.66
172377,140416.47
50000,78320.6
82854,102588.56
173951,136984.88
349252,313071.41
308751,314211.42
228950,269865.99
358898,425164.36
173194,155670.59
100992,89781.02
354761,422171.84
159396,158725.07
109957,130507.89
323384,324373.04
95742,72332.42
579123,623833.86
83580,77205.49
361993,353720.91
388578,367312.36
476832,441139.3
125529,98186.77
202580,216881.94
82010,126392.45
71005,132682.64
101580,61406.63
171675,226454.92
54078,120694.15
494472,381997.67
394678,414362.59
86290,60916.38
228374,238078.29
275669,239792.26
215104,214725.25
128320,114105.31
163851,153899.12
363326,372566.0
315089,287567.23
391311,408189.73
338353,434427.26
273146,277688.76
430410,384620.1
113302,138539.12
614593,482341.4
74993,133835.21
156227,139585.75
164749,180824.42
112528,90747.24
548692,555861.17
118902,128257.92
533265,515191.9
130680,117489.17
226574,283399.1
284762,408361.77
182935,167874.09
119591,89390.44
113530,97238.8
455161,520785.48
85000,143601.63
217634,270461.88
81428,81449.45
76442,76532.12
161053,90042.58
204061,247437.43
50000,76289.05
195761,172811.59
284219,221437.22
162504,132868.88
131216,96983.19
432557,411807.6
382443,297120.05
60033,105455.71
150539,129722.66
476703,492182.25
603017,573858.97
50000,63000.31
114463,116100.76
67025,123130.94
343363,367749.19
50000,69551.37
387409,349768.3
201861,203923.24
341625,350935.45
432590,399497.31
128766,116571.79
103114,134871.62
172886,133416.21
126210,92243.79
185819,242538.43
327483,319540.38
123536,92058.31
118745,90989.79
355994,308942.21
242760,272136.2
393212,368861.74
510519,473174.18
104254,83963.77
459687,344270.76
56493,135695.92
663765,632615.7
118627,124277.2
131559,98248.18
143415,120147.61
348426,303510.02
94882,106683.87
360315,362739.79
97311,95591.55
50000,84123.83
123872,86259.67
87252,107041.41
83836,220891.32
142940,119042.33
461549,449579.85
50000,61627.94
50000,75640.8
84162,82949.83
378217,406732.3
276508,235692.12
127813,81422.43
573949,560078.4
122597,120411.81
99609,73277.38
71357,63151.01
62171,104444.68
191627,165526.19
81468,66612.75
129846,130148.07
50000,56264.67
478811,532323.08
96523,101950.92
64022,61288.73
497779,452837.78
172288,144714.27
349994,318920.93
269422,280441.97
298632,333163.47
97156,75185.93
165339,133347.71
374083,341426.47
100544,66950.68
89309,88578.75
50000,78425.19
456026,378230.49
340045,225932.04
580952,509752.74
410297,352775.19
475029,484281.72
134771,95087.4
169816,144255.3
79926,82823.82
750582,691819.64
129459,148500.16
237581,302288.59
607333,502973.75
192567,165356.9
558991,560107.35
471810,507745.32
53075,77447.7
97839,94680.74
50000,82957.27
138809,167521.91
83595,90182.35
174069,162493.82
83675,98086.15
238391,240292.42
50000,60458.97
165505,183032.7
59478,52032.9
162815,156725.51
50000,83446.57
103048,136610.48
50000,85842.69
422774,423374.66
142547,83499.62
360212,317196.13
211221,229312.9
145780,166328.89
576311,647705.75
583420,601236.05
50000,71393.72
351154,317371.39
111045,97126.33
183586,227001.77
91634,101867.55
126644,139452.32
50718,118986.0
488834,474115.53
169008,148919.41
217999,238960.03
84851,97438.58
234944,190874.71
50000,69114.47
123780,101394.61
146053,172196.86
71315,71018.35
434119,417156.17
104135,98883.43
137830,193269.2
349444,381530.93
306845,391387.36
470951,536239.38
170043,217280.1
93543,88155.55
127056,141201.97
656209,658797.17
143025,131373.12
533215,523981.18
163246,162770.15
77719,112260.47
128064,149393.86
507089,546017.95
163828,177108.46
402394,412213.84
167008,113135.68
67244,90957.08
751131,538490.02
53777,94317.73
306873,332632.94
353813,358368.96
453098,500290.45
394846,410305.37
523354,474986.15
525851,553592.49
328130,350856.14
106406,118159.18
148989,125960.53
144834,152303.34
363804,376511.34
89610,85414.12
157436,135857.55
78092,71253.1
159604,131389.26
59730,71398.18
128324,149411.63
98514,91214.35
148532,155216.62
271454,334865.36
670324,590371.18
132319,135882.45
79853,68794.29
90697,83400.28
62547,63602.24
50000,68593.02
88459,87789.4
112085,96250.5
234541,248500.03
157657,136986.17
125606,131379.92
250804,218010.65
85313,72321.97
76670,119024.4
638358,573298.01
136676,152599.98
219527,196682.18
492660,513080.12
111301,75788.75
397164,341708.82
50000,58619.6
106319,108904.23
266020,329295.48
92538,113350.92
416275,444728.94
202576,146073.21
108203,113475.93
108848,145353.62
282348,257980.86
104198,77101.16
416862,306893.8
174189,155271.65
132819,117434.89
80181,109635.33
135336,170350.17
117011,93131.85
550748,573198.32
499830,454509.1
50000,64495.6
68963,65793.89
546024,546963.89
57222,81765.97
724196,669882.5
96943,101431.09
284594,324517.84
125781,175485.56
86920,95912.86
497656,494225.61
60889,103493.62
247012,253099.69
371841,357569.35
50000,78210.79
97123,114383.96
374270,336269.73
118389,75758.64
402757,421812.58
237876,267218.09
93271,95145.72
297738,307690.64
208942,152897.01
86886,94525.0
50000,72730.38
311337,218967.98
406029,368259.74
341106,293480.96
82023,59911.16
98035,140762.02
50000,74511.96
191450,169993.8
313182,352364.82
50000,75360.27
91202,92974.48
149774,159150.16
297575,260184.36
482160,446789.57
164933,165337.95
87627,82565.51
50000,56405.6
50000,57602.34
464071,429599.88
65222,79939.67
60255,57317.04
277311,203696.34
441269,361331.88
873305,783144.15
120613,95645.71
259732,232605.41
66510,84180.47
50000,101486.6
438812,451915.43
337165,268750.54
65808,107127.7
85935,174521.73
85914,97981.97
50000,68196.97
50000,71798.5
157679,77762.78
158619,205116.98
117860,127670.18
283855,231907.62
362007,373866.25
423808,391330.18
80628,65746.65
110066,135623.51
109990,90186.48
57797,130167.97
69974,97081.24
64387,93042.67
53196,54488.98
88720,87879.76
134869,215878.51
555256,505569.6
354388,393279.56
50000,57581.11
313761,328871.39
50000,94908.82
50000,52247.98
89172,110695.18
395744,361891.73
275561,285112.95
83102,64961.81
186147,219620.1
123344,197183.7
72504,65465.82
345261,339842.88
413307,388825.47
450272,516943.81
529016,581167.94
154959,177827.62
102508,115595.29
175122,128668.24
120974,116715.5
184784,146595.17
102494,106931.0
483713,486936.75
114128,113626.97
308205,366400.11
50000,64672.26
156011,193455.37
649720,636095.64
653172,623176.72
50000,55559.99
253535,227185.35
460647,308513.53
373256,394121.0
323457,257277.61
82767,77960.76
175092,204755.88
258556,293837.91
93349,83161.21
138300,123473.18
57310,68032.91
629993,543534.7
507388,436951.22
50000,66244.49
64835,68988.93
131479,91087.93
64426,62148.18
50000,68062.81
51007,65158.79
86648,66400.91
148356,145445.58
582165,457224.49
123796,150802.36
373361,448519.37
241595,217822.61
96334,123431.84
577603,505474.0
293461,371466.31
142379,162589.49
59677,96820.35
89512,69539.43
681735,715759.36
97100,141064.54
132187,151018.18
230847,259879.69
72967,123171.37
60575,96010.01
59994,69475.39
390727,334476.07
693558,624502.36
75741,91180.25
197038,260240.69
60404,58258.33
310627,345779.66
155664,122112.56
397443,473428.81
108665,132063.94
134470,107154.46
341815,292787.64
77975,92527.45
427180,374197.43
168353,152961.9
82358,59891.13
428325,439033.32
516416,497045.78
158221,131250.19
110398,111840.16
171618,112192.44
458171,436431.68
326363,325389.54
532483,504046.11
95926,100770.86
300424,287762.7
739050,746048.03
73403,117662.85
412282,386300.61
355892,330086.64
80916,99952.72
149141,111936.15
74639,115945.01
276068,338992.89
249236,241237.48
281141,355187.13
110990,82095.3
340540,362353.73
144916,103664.5
119148,92836.44
59408,84711.75
315556,400925.43
84225,81497.98
129186,146587.36
59071,64234.77
260797,350015.35
282292,242986.17
727386,630453.8
50000,59315.81
284819,308746.28
378024,438621.6
380515,419891.11
374942,334246.6
129045,104830.24
106130,88783.95
284110,291212.96
490508,540580.34
317257,326810.45
50000,109110.19
579900,546342.08
232380,180438.04
253176,281476.62
644168,663261.23
134024,130460.65
185022,184382.2
181549,151297.9
83191,123648.08
165018,189556.3
53604,75618.64
355417,282416.91
50000,108439.42
50000,82998.88
280868,290776.66
116400,155552.25
308787,250925.82
310853,340295.5
560488,487363.63
123720,97458.51
172945,183563.31
430915,516315.29
50000,56529.57
314307,352946.31
60819,66419.81
220079,224403.83
348889,362989.41
60694,59036.23
413366,435707.3
365961,358607.0
249513,203050.0
346680,280080.85
121321,174931.96
672603,602480.87
51734,114178.56
82477,66832.86
464223,417293.8
64967,70103.3
207001,187967.58
312702,269773.46
644105,631821.91
293438,326707.62
268122,220387.07
529214,495682.8
50000,59931.99
160907,142930.37
543086,520028.64
50000,54766.93
543251,511283.81
217895,176449.58
50000,61911.35
349575,293597.04
145276,148402.05
657513,686980.76
66378,132551.29
119208,136066.58
50000,84769.38
166100,138917.76
125069,119181.89
370514,283724.85
73811,107395.66
132371,137798.61
350540,337281.62
112380,100345.53
473130,498884.49
78450,79487.0
259633,179786.15
78982,87673.67
110506,130355.01
263988,332548.0
207300,224237.72
400370,366339.99
50000,74282.89
346766,359110.51
141744,112378.02
61829,108047.25
50000,71218.67
388353,343587.58
180962,292144.74
50000,64529.29
86545,64395.34
202072,298568.36
327817,360170.15
81821,81925.24
72274,86918.35
50000,60146.55
275843,365905.21
216456,187353.75
82008,88456.86
50000,87962.22
151921,115895.92
136446,132754.1
50000,59058.31
126966,94830.89
188625,152643.99
415438,392729.12
50000,57363.74
65574,106340.69
109732,115033.55
310538,236405.4
190760,197945.86
83543,58478.23
171497,194962.15
184864,181673.72
529930,486222.72
94645,60972.51
117087,107878.98
343779,357333.05
61107,73707.04
154860,138727.63
705061,621448.06
83527,93142.5
69159,105364.96
798641,760145.43
90825,62531.92
50000,57904.06
392206,359827.57
557161,510246.73
106288,146908.58
183130,155279.99
50000,68005.05
285853,266130.81
441549,436631.62
50000,71101.89
106809,114200.96
248610,216562.45
50000,69718.37
306255,274280.13
550029,582550.23
145425,222267.28
339077,409390.39
112408,133735.84
227205,241560.93
78003,98824.05
50000,67979.16
434234,370539.44
150086,185263.65
138781,149477.34
615334,578582.58
84084,107185.21
50000,63797.4
335667,357697.77
141530,117406.23
94077,103980.89
56430,56253.18
121630,119821.71
50000,72302.33
50000,63788.1
110760,136504.83
134266,110843.36
161527,121288.59
395787,307178.14
141003,126726.16
121224,162934.01
594882,554293.99
120123,93712.55
287498,328371.62
192663,177612.68
50000,60220.27
73872,120271.42
415761,420337.39
139028,142422.89
129682,135241.71
59573,107512.27
258624,275512.75
131427,129217.86
400875,359740.82
548264,637647.7
144286,146241.96
59665,79975.05
50000,68073.9
140708,190405.56
182676,111501.44
490929,412635.29
79058,122218.67
373758,382847.21
131132,135753.76
94660,129800.54
617572,673107.73
129478,140982.66
553937,635564.8
445392,424811.22
241102,239948.59
75046,130316.81
522587,430701.47
310273,262645.63
174548,150544.62
294381,360797.42
57760,91071.71
53894,62041.75
469702,480092.84
251223,275568.63
200145,209284.94
202385,134449.05
50000,78150.11
145868,147203.46
283830,242379.62
336019,325032.76
140134,129221.17
54641,87226.56
162552,130676.3
188614,107227.2
96120,73016.18
545799,527492.36
85174,95605.77
245046,225227.07
148705,125077.87
392972,389907.54
140901,128120.73
77218,63741.03
50000,52558.54
93357,80247.14
186146,209271.52
218646,276408.86
154984,105736.24
117807,104415.3
67398,72253.38
181265,173273.62
380452,422987.8
95712,95895.92
134695,189968.26
218660,205678.85
390656,384682.24
384672,372968.37
142276,87834.87
170123,142057.98
161311,155801.06
142775,127524.43
465108,457369.49
238400,151694.76
65730,65733.73
449730,436884.57
244088,308488.78
367679,301664.12
301245,299867.91
172591,146534.27
384104,424476.25
764013,663943.58
362458,351048.04
59935,80701.45
50000,69436.75
498312,433550.77
116243,104377.43
257718,219725.35
279027,320113.51
163536,141348.99
149194,173675.37
120297,101607.51
746327,686446.27
51630,78029.72
50000,61925.61
308963,285744.91
50000,55474.05
301684,323742.17
307887,291847.99
111639,71411.67
341655,358348.55
310686,359892.63
50000,61699.53
538284,484189.6
540728,483924.61
84923,70535.56
96299,101973.41
426770,488836.85
280323,319814.18
539684,562562.88
468767,415095.71
402524,411246.74
105457,114773.9
54227,79261.9
51115,69909.72
432391,435118.24
182958,196139.25
243792,260033.65
551404,537620.31
243751,271312.03
65742,90624.71
206232,241194.71
151968,134291.09
130015,180516.25
721039,667707.43
149025,131668.28
125151,146197.92
167282,129555.79
94950,81459.26
51175,72743.71
692167,731935.96
104914,128319.3
173096,244801.48
64115,71300.99
215765,291393.34
782318,726820.83
126374,131009.65
592041,643800.77
127865,129336.57
385523,421217.5
101380,86407.7
499486,436036.9
433887,335532.2
87452,109095.06
96712,102703.08
86310,77206.42
69595,74445.89
265054,286793.37
50000,85510.11
122459,94680.63
573897,594568.47
203707,178129.63
128901,105966.46
108132,95218.06
53391,55101.82
145540,142860.2
50000,91333.57
152522,122274.24
267568,168111.73
294242,293895.67
180210,193321.23
114498,177934.03
170255,241759.26
423622,497846.62
79759,88489.81
50000,84757.16
99761,130182.23
122195,96747.33
100047,106280.3
50000,67364.46
72930,77443.87
96857,140609.4
59514,81996.45
56679,86058.71
129082,134366.57
131737,113548.0
132988,112487.35
117358,148036.67
152677,149037.3
237105,218550.54
215385,256879.31
540058,482621.02
51027,66718.49
569974,631746.99
69663,86651.47
384483,415025.45
312455,293800.83
149085,165121.9
50000,84441.58
155904,128788.51
540301,559775.88
120175,106847.62
128261,120801.19
113551,140481.54
202813,176177.26
340042,324240.21
68926,89370.36
102986,110689.57
55049,174475.82
532693,559434.54
112534,117894.35
495897,509093.56
67614,95967.58
432728,471624.11
506035,524611.23
60910,62665.9
153921,165144.13
159029,197324.67
286021,299726.98
439648,482908.53
197898,182885.05
55706,88371.07
137697,125906.07
252599,278750.79
50000,92372.43
79931,103758.08
112338,115166.34
480462,426537.1
482128,431186.45
272976,243670.28
73626,80297.51
220960,222113.33
354374,297017.7
105108,94431.28
492884,455983.51
425772,403418.03
252978,212799.13
51053,72136.98
263133,240760.7
73111,84510.95
227788,262076.19
186695,188689.38
233539,184029.44
356454,257071.58
50000,80517.96
171915,125189.75
50000,63958.23
460943,385064.03
176211,149456.13
50000,81552.61
120000,126649.32
104583,95835.6
171166,148155.75
93059,93604.91
184103,171511.84
108654,133035.0
299340,334904.85
541897,476680.47
332819,389123.75
328613,327844.31
65212,60635.23
637193,604773.95
181521,190422.0
207628,212840.43
476456,489447.29
98995,122048.65
268260,285912.18
148497,154476.32
113256,121885.5
381100,407068.53
50000,57215.7
156947,152434.15
57385,101787.97
50000,71671.59
50000,60774.07
194087,297405.3
203012,165740.98
108936,68163.04
146793,94665.92
436256,266167.75
116074,77391.08
102478,88357.19
112083,122925.83
496037,409952.1
50000,74930.92
325239,278732.45
99094,136968.84
647085,582223.51
103080,108198.68
307946,363337.68
91806,90332.09
153992,203460.7
288272,208036.48
156976,104961.13
61225,88431.26
167812,242166.31
149170,198913.34
80453,79887.93
237554,231677.91
119339,89735.02
290307,238729.69
174480,179200.41
109222,77325.55
309362,330145.16
88699,95922.76
442046,395299.99
482406,484257.52
69473,154083.3
570739,604672.53
322686,311688.73
115630,134255.68
348337,434024.83
73578,79247.19
289674,280504.5
351127,326257.43
146117,118446.87
254027,246912.35
98333,153689.56
299309,358338.6
100029,123301.51
280823,287709.72
50000,96807.98
146650,120299.92
85295,117103.61
466292,498456.55
50000,58226.36
348831,382567.99
435262,471238.86
789036,768188.11
79171,87960.17
464223,495823.25
306839,285040.91
132792,89625.48
183258,161941.82
268957,201773.63
255263,233766.36
433591,456577.47
373394,320572.58
52215,78396.66
142509,127774.5
129472,131693.5
92285,66592.02
454972,453287.69
67330,97447.64
390087,357319.0
57156,57331.06
106107,96891.87
50000,63229.58
123025,147342.97
248308,291618.25
103472,87210.63
50000,92167.37
213477,194118.15
139938,150272.8
479597,448746.08
467827,566387.53
154262,141258.93
106655,111619.22
230441,236906.06
82105,120455.82
439451,380984.4
160008,108408.5
297279,346804.0
269891,263190.79
157922,117783.16
210432,145554.02
360997,383299.3
415387,430051.15
158071,172922.73
610210,631914.58
471101,494047.81
210905,253990.46
322125,408819.45
81255,59862.49
50000,59222.47
116284,104071.6
88726,124632.89
117605,109154.45
110444,61837.7
359961,295729.52
69817,67964.04
100066,106290.26
139150,102201.23
124571,136195.94
137491,156117.56
97070,87257.32
601606,668755.52
62232,99155.2
106409,111328.09
188998,167636.03
133269,143835.82
201812,174704.56
249741,294861.94
81490,125977.71
50000,68191.86
409559,310500.1
130667,114766.8
477322,395524.88
50000,91345.63
112801,137740.36
50000,64927.43
198957,121595.16
406244,426712.59
152278,135192.52
102440,69889.99
50000,60610.05
112193,96317.32
335826,291654.49
310299,368368.88
112683,119251.11
614492,551824.69
80592,59685.39
338202,398083.97
50000,74815.56
50000,78419.56
54886,88550.02
60049,74030.14
192216,213445.91
145683,121136.19
326547,264907.59
431188,403947.42
412269,427143.49
154316,121187.38
286853,281855.13
242130,242189.58
59059,110107.54
104477,110704.4
232451,185541.49
534528,614023.05
94338,91010.68
158990,157104.96
146921,122371.03
698061,623173.96
137728,137631.19
179788,143504.6
344402,328974.09
150831,149914.18
133589,139101.28
432949,414338.81
71923,75956.97
196609,173022.21
68184,72529.21
512083,491790.85
282669,219936.57
245640,339627.03
467611,455870.0
145975,98158.49
386515,409854.3
158232,118138.05
50000,75728.8
116486,108767.29
50000,56366.89
50000,96950.01
226244,234367.36
335019,332276.68
82595,100284.92
568324,633779.56
506148,517647.18
50000,71536.03
165828,144618.1
197438,186881.04
103541,99548.16
533106,451631.49
50000,79146.06
546511,576224.85
111422,107885.03
105365,115225.08
132932,118048.67
107748,136890.68
408632,315585.73
312449,274959.52
373449,393198.55
83543,79348.76
50000,74329.88
82540,70837.4
54797,61587.74
668731,625362.65
313081,290952.12
82707,61152.45
160792,206436.66
206773,234506.71
115232,155556.29
108648,83245.28
516132,451837.12
50000,74648.84
95470,98133.86
86576,87584.3
93459,71323.99
162186,125186.31
79784,120173.2
466685,519700.85
429051,391556.19
262532,313271.33
447081,428936.17
435359,447042.19
144659,128407.7
293084,288450.68
311829,296693.37
71207,80921.34
214908,146581.25
256153,338274.58
343043,274701.93
141503,139966.16
156141,124559.25
64475,156563.86
177656,205377.03
255126,215711.89
597566,552017.61
87240,112072.33
66236,73024.09
105268,113856.6
72741,79341.58
503877,492960.64
110835,102325.14
485601,530425.63
169646,189985.34
279992,324588.87
492875,411300.82
397830,350639.69
109196,125471.85
495295,524289.09
325336,285592.29
339250,368854.3
594616,591581.68
90314,141169.82
134362,133274.15
113742,120817.66
90298,76058.29
50000,85246.25
115081,112631.06
118207,98883.96
75228,116238.15
591995,592808.43
178685,135393.68
206473,180992.73
155426,120950.15
358087,418734.5
136372,125767.47
244561,228606.32
118994,66437.01
86073,149495.94
